filename,status,page_count,total_chars,avg_chars_per_page,preview,error
a36f869348bd4ad885bc24ee76a010f3_Notice_regarding_the_counselling_for_admission_to_BEBTech_programme_7a29f9ad.pdf,ok,1,1726,1726.0,"THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY, PATIALA (Deemed to be University) Dated: 13th May, 2026 Notice regarding the counselling for admission to BE/BTech programme This is for the information o",
a4a1be84fa814cb281b1e2b6e4041da2_30_WITHDRAWAL_FORM_091ec550.pdf,ok,2,2587,1293.5,"THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY, PATIALA APPLICATION FOR REFUND OF FEE (WITHDRAW OF SEAT) SESSION 2026-27 To, The Dean of Academic Affairs, Thapar Institute of Engineering & Technology, P",
b9e33aa15d0348c1a9fb72877e2ab874_JEE_Main_-_2026_Missing-Incorrect_Scorecard_-_12052026_34fed81a.pdf,ok,58,96239,1659.3,URGENT NOTICE Dated: 12-05-2026 Last chance for the following candidates who have applied for the first round of BE/BTech counselling are advised to email their Final JEE Scorecard in PDF/JPG format o,
bc88d64fa6e940f0b15261aa42b0d9ca_Prospectus_TPC_2026-27_e8aa2676.pdf,ok,6,9726,1621.0,"THAPAR POLYTECHNIC COLLEGE, PATIALA Prospectus 2026-27",
bf1c6b53a46440b39aae7784051e6d84_18_BRIEF_INFORMATION_ABOUT_SPECIALISATION_COURSES_IN_BE__COMPUTER_ENGINEERING__b78eaac9.pdf,ok,1,1403,1403.0,BRIEF INFORMATION ABOUT ELECTIVE FOCUS IN B.E. (COMPUTER ENGINEERING) AND BE (COMPUTER SCIENCE & ENGINEERING) B.E. Computer Engineering and B.E. Computer Science & Engineering Programmes are designed ,
c0147151854341d483bdda71a79d4e24_16_BRIEF_INFORMATION_ABOUT_BIOMEDICAL_ENGINEERING_70278b1d.pdf,ok,1,2998,2998.0,"BTECH BIOMEDICAL ENGINEERING The inception of the Biomedical Engineering program marks a significant milestone in our academic offerings, as it has been developed in partnership with the University of",
c604ce55cd2d47d1aadf6039679377c5_Cut_off_-_First_online_counselling_on_the_basis_of_JEE_-_2026_6a10c3b5.pdf,ok,2,4848,2424.0,"THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY, PATIALA Dated - May 16, 2026 FIRST ONLINE COUNSELLING ON THE BASIS OF JEE MAIN – 2026 MERIT BRANCH/CATEGORY WISE CUT-OFF Following is the Branch/Category ",
c8706fe503eb4611b95ad51d4636cfe3_25_HOSTEL_FACILITIES_e2e9853b.pdf,ok,4,5750,1437.5,27 HOSTEL AND OTHER FACILITIES 27.1 HOSTELS The Institute has 17 hostels (10 for boys & 7 for girls) with state-of-the-art facilities. The total hostel accommodation capacity is over for boys is over ,
c9ca1c9ac6384c869ba793be62a01312_21_BRIEF_INFORMATION_ABOUT_ELECTIVE_FOCUS_IN_B.E.__CHEMICAL_ENGINEERING__48eeab8d.pdf,ok,1,830,830.0,BRIEF INFORMATION ABOUT ELECTIVE FOCUS IN B.E. (CHEMICAL ENGINEERING) B.E. Chemical Engineering program is designed to offer elective focus (EF) after student clears semester VI (3rd year) of the prog,
dc5f745ae85d4b548b2728da49dfad4f_Notice_regarding_the_Second_Round_of_counselling_-_BEBTech_851e25e0.pdf,ok,1,2359,2359.0,"THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY, PATIALA (Deemed to be University) Dated: 19th June, 2026 Notice regarding the Second Round of counselling for admission to BE/BTech programme This is for ",
e43f918eb33a407794b5133b33009ee8_27_ANTI-ALCOHOL_AND_ANTI-DRUG__ABUSE_POLICY_902c0ad6.pdf,ok,1,3192,3192.0,"THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY, PATIALA ANTI-ALCOHOL/DRUG ABUSE POLICY THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY, PATIALA has the responsibility to maintain an educational environment",
e7405eddb07a445992e0485856751152_03_BRIEF_INTRODUCTION_4912bae0.pdf,ok,13,34575,2659.6,"BRIEF INTRODUCTION In the present age, Universities are becoming wise to various strategies and striving to deliver top-quality education globally. Thapar Institute of Engineering & Technology, Patial",
e794c4c21cc64c05812018f50f868291_15_FEATURES_OF_UG-PG_PROGRAMS_53575322.pdf,ok,6,18100,3016.7,"FEATURES OF UG & PG PROGRAMS 1. TIET follows the semester system and each semester includes 90 days of teaching. 2. To be eligible for the award of degree, the candidate should not have any pending ba",
f2bfec51bcbb473b99876d6bcc5b56c7_Cut_off_-_Second_online_counselling_on_the_basis_of_JEE_-_2026_1392ca6c.pdf,ok,2,5149,2574.5,"THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY, PATIALA Dated – June 29, 2026 SECOND ONLINE COUNSELLING ON THE BASIS OF JEE MAIN – 2026 MERIT BRANCH/CATEGORY WISE CUT-OFF Following is the Branch/Categor",
feaba839d7624dfe8f1b449600f9da0f_11_20ADMISSION_20TO_20PHD_20PROGRAMS_e6288251.pdf,ok,37,97521,2635.7,8. Ph.D. PROGRAMME (2026-27) Mode of Program: Regular/Part-time/Executive 8.1 ELIGIBILITY i. A candidate seeking admission to the degree of Doctor of Philosophy must have obtained M.E./ M.Tech./ MCA/ ,
nationalraggingprevention_d7e9cea9.pdf,ok,1,526,526.0,NATIONAL RAGGING PREVENTION PROGRAMME National Anti-Ragging Helpline 24x7 Toll Free 1800-180-5522 helpline@antiragging.in | www.antiragging.in UGC Monitoring Agency Centre for Youth (C4Y) antiragging@,
